Designação,Nome,Logradouro,Bairro,Número,Complemento,CEP,IDEB 1º Segmento,IDEB 2º Segmento,Latitude,Longitude,Ginásio Carioca,Acessibilidade,Séries Atendidas,Turnos Atendidos,Ginásio Olímpico,Diretor,Telefone,INEP,Coordenador Pedagógico
0121001,JOAQUIM MANUEL MACEDO,Rua Padre Juvenal 74,Paquetá,,,20397-070,6,,"-22.7526659415809","-43.1091622092295",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Creche/Pré-Escola,,N,LIZETE CONCEICAO CARDOSO MARTINS ARAUJO,3397-0120/3397-1557/3397-0120,33086435,ELIDA FRANCA ORMOND DOS SANTOS
0121002,PEDRO BRUNO,Rua Padre Juvenal 74,Paquetá,,,20397-070,,5.7,"-22.7530400599257","-43.1094459232582",N,N,6º Ano/7º Ano/8º Ano/9º Ano,,N,EDNA MARIA AUGUSTO DA SILVA,3397-0275,33086443,
0123001,MACHADO DE ASSIS,Rua Dias De Barros,Santa Teresa,50,,20241-020,,,"-22.9176684933732","-43.1817360135543",N,N,1º Ano/2º Ano/3º Ano/Pré-Escola,,N,MARA LUCIA DE MEDEIROS GUIMARAES,2224-7658/2224-7037,33087490,CARMELINA DE LUCA SIMOES DE FARIA
0123002,SANTA CATARINA,Rua Eduardo Santos 38,Santa Teresa,,,20251-460,5.8,5,"-22.9150492727148","-43.1912144262656",N,N,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,,N,MICHELLE ALVES DE FREITAS,2224-7685,33087504,ANA MARIA BARREIRA COSTINHA
0123003,JULIA LOPES DE ALMEIDA,Rua Almirante Alexandrino,Santa Teresa,3466,,20241-262,,,"-22.9360655489485","-43.2038836230346",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,,N,ROSANGELA FAVORITA SCIAMMARELLA RAZAL,22252412,33087482,FATIMA MARIA GONCALVES MOREIRA
0123004,GEO JUAN ANTONIO SAMARANCH,Rua Marcel Proust,Santa Tereza,201,,20251-130,,,"-22.9305684686617","-43.1982073854288",N,N,6º Ano/7º Ano/8º Ano/9º Ano,,S,JOSE EDMILSON DA SILVA,3972-0916,33163677,ANA CHRISTINA DO NASCIMENTO QUINTELLA
0123601,JOSÉ MARINHO DE OLIVEIRA,Ladeira Laureano,Santa Teresa - Morro dos Prazeres,S/N.º,,20240-261,,,"-22.9344262812593","-43.2021285481974",N,N,Creche,Integral,N,SANDRA MARIA GOMES DA COSTA,2233-2279/3895-8636,33147345,
0123602,HEITOR DOS PRAZERES,,,,,,,,"","",,,,,N,,,,
0123603,FALLET,Rua Fallet,Santa Teresa,302,,20241-260,,,"-22.9267495246586","-43.1953828807236",N,N,Creche,Integral,N,MARIA APARECIDA DA CONCEICAO MARTINEZ,2504-7015,33230021,
0123801,HELOÍSA MARINHO,Rua Alm.Alexandrino,Santa Teresa,2235,,20241-263,,,"-22.929448","-43.194984",N,N,Creche/Pré-Escola,Integral,N,PAULA CANCELLA JANUARIO ZUPO,22245920/2224-7551,33164150,
0123999,GEO JUAN ANTONIO SAMARANCH,,,,,,,,"","",,,,,N,,,,
0204001,DEODORO,Rua Da Glória 64,Glória,64,,20241-180,,3.7,"-22.9172296633089","-43.1767871884838",N,S,6º Ano/7º Ano/8º Ano/9º Ano,1º Turno/2º Turno,N,LUCIA GOMES FARINHAS,2224-7636,33064105,ELIZABETH MAGALHAES LOPES
0204002,MARIA LEOPOLDINA,Rua Santo Amaro 133,Glória,,,22211-230,6.3,,"-22.9223974545442","-43.1814008573694",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola,1º Turno/2º Turno,N,SANDRA REGINA CAVALCANTI,2224-8082/2224-8133,33064164,LUCIA HELENA LENCASTRE SOARES MONTEIRO
0204003,ALBERTO BARTH,Av. Oswaldo Cruz,Flamengo,124,,22250-060,7.4,,"-22.9402254824463","-43.1760972409158",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,1º Turno/2º Turno,N,,2552-2387/2552-7799,33064067,
0204004,EDUCANDÁRIO ROMÃO DE MATTOS DUARTE,Rua Paulo VI,Flamengo,60,,22230-080,,,"-22.9360682963787","-43.1784551017053",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola,,N,ELIANE GUERRA RIBEIRO DE SOUSA RODRIGUES,2205-8298/2245-1505,33064202,VALÉRIA MARIA OLIVEIRA SANTOS
0204005,JOSE DE ALENCAR,Rua das Laranjeiras,Laranjeiras,397,,22240-002,,4.4,"-22.9366358020104","-43.1894957920167",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,1º Turno/2º Turno,N,ANA PAULA CARVALHO LEANDRO,2265-8836/2245-5886/2225-6362,33064156,
0204006,ANNE FRANK,Rua Pinheiro Machado,Laranjeiras,190,,22231-090,6.4,,"-22.9383325027274","-43.1829933457956",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,FATIMA LEANDRO LOUREIRO,2552-6492/2558-7898,33064075,NEILA MARTINS DE LIMA
0204007,ALBERT SCHWEITZER,Rua General Glicério,Laranjeiras,186,,22245-120,5.5,,"-22.939771979764","-43.1914070929451",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,RITA DE CASSIA SANTOS MARQUES,2225-1692/2245-5572,33064059,
0204008,VITAL BRASIL,Rua Silveira Martins,Catete,80,Fundos,22221-000,5.5,,"-22.9251205399771","-43.1756915162007",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,ROSE MARIE PEREIRA DA COSTA,2245-5761/2245-5651,33064210,ADRIANA DOS ANJOS SENDIM
0204009,GUARARAPES CÂNDIDO,Ladeira Dos Guararapes 292 - Fundos,Cosme Velho,,,22241-220,,,"-22.9432669099434","-43.2038950236739",N,N,1º Ano/2º Ano/3º Ano/Pré-Escola,Integral,N,CELIA REGINA XIMENES BARTHOLOMEU,2225-2688/2245-3081,33064091,CAROLINE MARTINS GONCALVES
0204010,FRANCISCO ALVES,Travessa Pepe,Botafogo,77,,22290-020,6.2,,"-22.953498195154","-43.1817496845009",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,1º Turno/2º Turno,N,MARIA DE FATIMA ESTEVES DE OLIVEIRA,2295-2399/2543-8524,33064113,CARLA FONSECA PAULINO DE SALES
0204011,JOAQUIM NABUCO,Rua Dona Mariana,Botafogo,148,,22280-020,,3.7,"-22.9539202068428","-43.1877803398733",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Realfabetização 2,1º Turno/2º Turno,N,ALEXANDRA ALVES MONTEIRO,2535-7472,33064148,SILVIA DE JESUS PEREIRA
0204012,MEXICO,Rua da Matriz,Botafogo,67,,22260-100,5.2,,"-22.9522197680698","-43.1913872798881",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,1º Turno/2º Turno/3º Turno,N,MARCIA PEREIRA DE LIMA GIANNINI,2538-0423/2535-7973/2535-7296,33064172,
0204014,PRESIDENTE ARTHUR DA COSTA E SILVA,Rua Assunção,Botafogo,257,,22251-040,5.5,4.6,"-22.9450719207744","-43.1862176860333",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Classe Especial,1º Turno/Integral,N,SIMONE DURAO ZACHARIAS,2535-7877/2535-6939/2535-7635,33064180,
0204015,JOAO SALDANHA,Rua Da Passagem 104,Botafogo,,,22290-010,,5,"-22.9532930026425","-43.1812459470876",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Classe Especial,1º Turno/2º Turno,N,MARIA DA CONCEICAO COUTO LYRA,2295-2449/2543-8548,33064199,ROSANGELA RENDEIRO VIEIRA
0204017,JOAQUIM ABILIO BORGES,Rua Humaitá,Humaitá,19,,22261-001,,4.7,"-22.953756072272","-43.1964408141446",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano,1º Turno/2º Turno,N,ISABEL CRISTINA COUTO DE OLIVEIRA,2535-7902/2535-7941/2535-7510,33064130,SUELI MARIA CLEMENTE
0204018,ESTACIO DE SA,Pça. Tenente-Coronel Siqueira,Urca,22,,22291-160,6.5,5.8,"-22.9456204760474","-43.1570176451542",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano,1º Turno/2º Turno,N,CLEIDE PORCIUNCULA BRESCIANI LINHARES,2295-6745/2543-8924,33064970,CLAUDIA APARECIDA TRAVASSOS NUNES
0204019,MINAS GERAIS,Av. Pasteur,Urca,433,,22290-240,6.9,6.3,"-22.9533357538547","-43.1685115326155",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano,1º Turno/2º Turno,N,REGINA STHELA PEDROSO PASCHOA,2295-1295/2543-5445,33064997,
0204021,SENADOR CORRÊA,Rua Esteves Junior,Laranjeiras,42,,22231-160,6.6,,"-22.9335028603574","-43.1806378100153",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola,,N,FERNANDA MARIA CERQUEIRA MARTINS,2245-5666/2245-5560,33149267,SIMONE ROCHA DA SILVA
0204501,PRESIDENTE TANCREDO NEVES,Rua do Catete,Catete,77,,22220-000,5.1,,"-22.9220012037356","-43.1765444981891",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,EJA/Integral,N,DEISE CARLA ARAUJO DOS SANTOS,2205-8905/2245-5563,33063273,LAIS BARBIERI DE MATOS CARDOSO
0204502,PRESIDENTE AGOSTINHO NETO,Rua Visconde Silva,Humaitá,s/nº,,22271-090,6.6,,"-22.9586813407134","-43.1993500130093",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,Integral,N,MARCIA NUNES RODRIGUES,2535-7637/2535-7414,33063265,BARBARA CRISTINA RIBEIRO SALES DE FREITAS
0204601,TIA AMÁLIA,Ladeira Dos Guararapes,Cosme Velho,178,Morro dos Guarar,20241-275,,,"-22.9409615743368","-43.2051729143625",N,N,Creche,Integral,N,INES ELIZABETH GOMES DE ARAUJO,2285-7540,33096406,
0204602,ARACY GUIMARÃES ROSA,Rua Bento Lisboa,Catete,132,,22221-011,,,"-22.928456750412","-43.1790436491785",N,N,Creche,Integral,N,ANNA CHRISTINA CARREIRO LINHARES CARNEIRO,2285-8796,33229813,
0204801,MARECHAL HERMES,Rua Capistrano De Abreu,Botafogo,1,,22271-000,,,"-22.9541816","-43.1953139",N,S,Creche/Pré-Escola,Integral,N,MARIA DA GLORIA DUARTE DA CUNHA,2535-7775/2535-7864,33064121,ROSANGELA MARTINS BRAGA
0204802,CASA DA CRIANÇA,Rua Fernandes Guimarães 85,Botafogo,,,22290-000,,,"-22.955879","-43.181675",N,S,Pré-Escola,,N,CANDIDA LUZIA DOS SANTOS,2295-3698/2543-8689,33064083,
0204803,GABRIELA MISTRAL,Pça. Gal. Tibúrcio,Praia Vermelha,145,,22290-006,,,"-22.9554135","-43.1661506",N,N,Creche/Pré-Escola,,N,,2295-5336/2543-8723,33064989,ROSANA MARGARETH VIEIRA MAGALDI
0205001,SAO TOMAS DE AQUINO,Pça. Almirante Júlio de Noronha 40,Leme,,,22010-020,4.9,4.5,"-22.9610596556401","-43.1646076007903",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 1/Classe Especial/Pré-Escola/Realfabetização 1/Realfabetização 2,1º Turno/2º Turno,N,BARBARA CORREA CASTRO BELANGA,2275-1698/2543-8764,33065039,DIANA SOBREIRA DE BARROS
0205002,C.C. CHAPEU MANGUEIRA,,,,,,,,"","",,,Pré-Escola,1º Turno/2º Turno,N,,,33064920,
0205003,DOUTOR CICERO PENNA,Av. Atlântica,Copacabana,1976,,22021-001,7.1,,"-22.9681610260847","-43.1807660250367",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/Pré-Escola,1º Turno/2º Turno/EJA,N,,2235-3124/2225-4744,33064954,RITA DE CASSIA GUIMARAES MARTINS
0205004,DOUTOR COCIO BARCELLOS,Rua Barão De Ipanema 34,Copacabana,,,22050-050,6.2,,"-22.974341762921","-43.1886892117232",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Classe Especial/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,1º Turno/2º Turno/3º Turno/EJA,N,SOLANGE CUNHA FIGUEIRA DA COSTA,2255-3499/2548-0475,33064962,SERGIO HENRIQUE ALVES DE ANDRADE
0205006,DOM AQUINO CORREA,Rua Barata Ribeiro,Copacabana,204,,22011-002,6.9,,"-22.9646085886495","-43.1801347148713",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,,N,MARIA APARECIDA SILVA E FORTES,2255-3572/2255-3551,33064946,MARIA HERMINIA PERES IGLESIAS
0205007,PENEDO,Rua Raul Pompéia 183,Copacabana,,,20080-000,6.1,,"-22.9822263086294","-43.1918367534999",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola,1º Turno/2º Turno,N,MARCIA VIEIRA PEREIRA,2287-4581/2523-1157,33065004,
0205008,ROMA,Av. N. Senhora De Copacabana 165,Copacabana,,,22070-000,5.9,5.5,"-22.9645744507697","-43.1757717912935",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,1º Turno/2º Turno,N,LEILA MARIA BRASILIENSE CAVALCANTI,2275-8398/2543-8891,33065020,TERESA CRISTINA MIRANDA PIEPER
0205009,ALENCASTRO GUIMARAES,Rua Toneleros,Copacabana,21,,22030-000,,3.9,"-22.9642047931033","-43.1805918916145",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Classe Especial/PEJA II - Bloco 1/PEJA II - Bloco 2,1º Turno/2º Turno/3º Turno,N,TEREZINHA ALVES PEREIRA,2255-3325/2255-3030,33064903,
0205010,C.C. SAO PEDRO DO PAVAOZINHO,,,,,,,,"","",,,,,N,,,,
0205601,IRM?S BAPTISTA,Rua Siqueira Campos,Copacabana,132,,22031-070,,,"-22.9656898671216","-43.1867469335635",N,N,Creche,3º Turno/Integral,N,LUCIA HELENA SILVA DA GAMA,2255-4483,33136882,
0205602,TIA SONIA CRISPINIANO,Rua Euclides da Rocha,Copacabana - Morro dos Cabritos,120,,22031-100,,,"-22.9623741484153","-43.1935268497773",N,N,Creche,Integral,N,MARIA CHRISTINA DA FONSECA MACHADO,3208-4899,33144648,
0205801,DONA MARCELA,Rua Dr. Vitorino 2 - Chapéu Mangueira,Leme,,,,,,"-22.9603671648051","-43.1669174963343",N,N,Creche/Pré-Escola,Integral,N,GENI  CARDOSO VIVACQUA,2543-8876,,
0205802,PORTO RICO,Ladeira Coelho Cintra,Copacabana,371,,22290-100,,,"-22.9035393","-43.2095869",N,N,Creche/Pré-Escola,Integral,N,REGINA MARIA CESAR OSORIO,2541-1247,33065012,MAIRA LAGE DOS SANTOS GUEDES
0206001,PRESIDENTE JOSE LINHARES,Rua Barão da Torre,Ipanema,90,,22411-000,,,"-22.9828460818625","-43.1986624711375",N,N,1º Ano/2º Ano/3º Ano/Pré-Escola,,N,REGINA CELIA PEREIRA DA FONSECA RAMOS,2267-1062/2267-2649,33065799,
0206002,HENRIQUE DODSWORTH,Av. Epitácio Pessoa 474,Ipanema,,,22471-000,,4.4,"-22.9814694146173","-43.213205500449",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Realfabetização 2,1º Turno/2º Turno,N,ANA PAOLA CABRAL,2274-4045/2274-5556,33065691,MARIA DE FATIMA VILHENA CAMPINHO PEREIRA
0206003,MARILIA DE DIRCEU,Rua Jangadeiros 39,Ipanema,,,22041-100,3.8,4,"-22.9833270715888","-43.1965660210602",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Realfabetização 1,1º Turno/2º Turno,N,,2267-2289/2267-7598,33065756,
0206004,CASTELNUOVO,Rua Francisco Otaviano,Copacabana,105,,22080-040,6.5,5.5,"-22.9868642983956","-43.1916224177938",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano,1º Turno/2º Turno,N,LAILA LATIF NASCIMENTO,2523-8947/2523-0911,33064911,
0206005,GEORGE PFISTERER,Pça. N. S. Auxiliadora S/Nº,Gávea,,,22441-050,,3.3,"-22.978753521133","-43.2217158095415",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,1º Turno/2º Turno,N,CELESTE AIDA TAVARES,2274-4497/2274-7841,33065683,SHIRLEY MARY DE CASTRO NATE
0206006,SANTOS ANJOS,Rua Humberto De Campos S/Nº,Leblon,,,22430-190,7.2,,"-22.9810732235443","-43.2166556211994",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,ANDREA DE CARVALHO CONCEICAO,3875-3262/2512-5552,33065640,
0206007,EDNA PONCIONI FERREIRA,Pça. Benedito Cerqueira,Lagoa,S/Nº,,22471-000,6.4,,"-22.9757279325459","-43.1974371002131",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,1º Turno/2º Turno,N,PATRICIA FONSECA DA SILVA RAMOS,2287-3245/2267-3048,33065675,ADRIANA SOARES MAGDALENO
0206008,PEDRO ERNESTO,Av. Prof. Abelardo Lobo 5,Lagoa,,,22470-241,5.5,,"-22.9606227786361","-43.2030756790195",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 1/Realfabetização 1,1º Turno/2º Turno,N,ELIZABETH MENDES PEREIRA,2538-2789/2535-7461,33065780,
0206010,CAPISTRANO DE ABREU,Rua Pacheco Leão,Jardim Botânico,984,,22460-030,5.8,,"-22.965115047144","-43.2283240613963",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,Integral,N,ELIANE CRISTINA ARNOSTI SANTOS PELLEGRINO,2294-6498/2512-5553,33065632,MARA LUCIA MONTEMOR PINHEIRO PIMENTEL
0206011,SHAKESPEARE,Rua Jardim Botânico,Jardim Botânico,563,fundos,22470-050,5.8,,"-22.9626649789691","-43.2158939927007",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,,2294-6149/2512-5663,33065810,
0206012,CAMILO CASTELO BRANCO,Rua Pacheco Leão,Jardim Botânico,1084,,22460-030,,4.2,"-22.9652526443432","-43.2285779499456",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,1º Turno/2º Turno,N,RICARDO QUINTANA,2294-9248/2512-5663,33065624,MARIA ELIZABETH MUNHOZ ALVES CORREA
0206014,ESC. ESP. MARLY FROES PEIXOTO,Rua Jardim Botânico,Jardim Botânico,660,ABBR,22461-000,,,"-22.9634265738324","-43.2181739521481",N,N,Classe Especial,1º Turno/2º Turno,N,MARCIA CARVALHO ARANTES,2294-5495/2512-5666,33065551,RISOMILDA TAVARES FLORENTINO
0206015,MANOEL CICERO,Pça. Santos Dumont,Gávea,86,,22470-060,,5.4,"-22.9727841918878","-43.2264816955201",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,1º Turno/2º Turno,N,SANDRA MARIA BRAGA PASSOS LIMA,2274-5549/2512-6111,33065748,SOLANGE MARTINS DE O GUIMARAES
0206016,JULIO DE CASTILHOS,Pça. Santos Dumont,Gávea,96,,22470-060,5.3,,"-22.9730996762822","-43.2266901107448",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,,N,ESMERIA DE FATIMA PISCO DE FREITAS,2274-5496/2274-8535,33065713,MARIA DE FATIMA TORRES DA SILVA
0206017,ARTUR RAMOS,Rua Marquês de São Vicente,Gávea,147,,22451-041,6.9,,"-22.9769234393773","-43.2305286625787",N,N,1º Ano/2º Ano/3º Ano/Pré-Escola,1º Turno/2º Turno,N,ANGELICA DA CRUZ MONTEIRO SERPA,2274-5698/2274-8916,33065616,
0206018,LUIZ DELFINO,Rua Marquês de São Vicente,Gávea,238,,22451-090,5.9,,"-22.9776723593281","-43.2333091827137",N,N,4º Ano/5º Ano/6º Ano,,N,LUIZ CLAUDIO FELIX,2274-4696/2274-8935,33065730,ADRIANA MARTUSCELLI DA CAMARA TEIXEIRA
0206019,CHRISTIANO HAMANN,Rua Duque Estrada,Gávea,20,,22451-090,,4.6,"-22.9774677495078","-43.2335438171721",N,N,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3,,N,LIGIA GUEDES DE MELLO FIGUEIREDO DIAS,2274-6899/2274-9101,33065659,MARCELO DA CONCEICAO SILVA
0206020,DESEMBARGADOR OSCAR TENORIO,Rua Professor Manoel Ferreira,Gávea,141,,22451-030,2.5,3.8,"-22.9770401459963","-43.2275882478966",N,S,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 1,1º Turno/2º Turno,N,DENISE VIEIRA GOMES NOVO,2274-6446/2274-9374,33065667,
0206021,ALMIRANTE TAMANDARE,Av. Presidente João Goulart,Vidigal,296,,22451-250,5.1,3.7,"-22.9932116003602","-43.2352050179985",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Realfabetização 1,1º Turno/2º Turno,N,FATIMA TEREZINHA PIRES DA CRUZ,2274-9272/3114-1235,33065608,
0206022,LUCIA MIGUEL PEREIRA,Rua Martagão Gesteira S/Nº,São Conrado,S/N°,,22610-160,6.3,,"-22.996931377123","-43.2718073211655",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano,1º Turno/2º Turno,N,LACI MARIA CASSIA BRUM,3322-3454/3322-7085,33065721,
0206023,PREFEITO DJALMA MARANHAO,Av. Niemeyer,Vidigal,S/Nº,,22450-220,5.4,,"-22.994873624043","-43.234540242972",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola,1º Turno/2º Turno,N,CLAUDIA MARIA BARBOSA ROQUE BICHARA,3322-1374/3323-8723/3322-1374/3874-5365,33087873,LUCIA CRISTINA DE CAMPOS PEREIRA
0206024,SERGIO VIEIRA DE MELLO,Rua Adalberto Ferreira,Leblon,19,,22441-040,7,,"-22.9784111482878","-43.2231578392538",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,1º Turno/2º Turno,N,CATARINA DAS GRACAS BARBOSA,3114-1245/3114-1244,33146292,ANA LUCIA VIEIRA DA CUNHA PALATINSKY
0206201,CEM PRESIDENTE JOAO GOULART,,,,,,,,"","",,,,,N,,,,
0206203,CEM PRESIDENTE JOÃO GOULART - 5ª/8ª,,,,,,,,"","",,,,,N,,,,
0206501,PRESIDENTE JOAO GOULART,Rua Alberto de Campos,Ipanema,12,,22471-020,4.5,,"-22.980207106956","-43.198801436852",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,Integral,N,LUIZA MACHADO CARNEIRO FALLER,2521-2939/2267-9039,33065152,MARIA CHRISTINA FIGUEIREDO CARVALHO
0206502,NAÇÃO RUBRO NEGRA,Pça. Nossa Senhora Auxiliadora,Leblon,S/Nº,,22441-050,4.4,,"-22.9777888200685","-43.222063115798",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,3º Turno/Integral,N,EDUARDO DA ROCHA BASTOS,3114-1247,33065225,MARIA JOSE ALVES LARANJEIRA
0206601,DOUTOR SOBRAL PINTO,Av. Presidente João Goulart,Vidigal,S/N°,Vila Olimpica,22450-690,,,"-22.9957110700444","-43.2451750394094",N,N,Creche,Integral,N,DENISE DE CARVALHO VILLANI,2422-2739,33095418,
0206602,VIDIGAL,Av. Presidente João Goulart 270,Vidigal,,,22452-690,,,"-22.993339658181","-43.234892052176",N,N,Creche,Integral,N,HELENICE MOREIRA GUIMARAES,3875-8955,33095400,
0206603,JACÓ INÁCIO GOMES,Estrada Das Canoas - Vila Canoas,São Conrado,720,,22610-210,,,"-22.9938678108061","-43.2705480958635",N,N,Creche,Integral,N,MARIA CELIA PORDEUS MENDES,2422-2410,33136777,
0206604,DA RUA DOIS,,,,,,,,"","",,,,,N,,,,
0206605,DOUTOR PEDRO BLOCH,Estrada Santa Marinha,Gávea,25,,22451-240,,,"-22.9807843657707","-43.2404352356542",N,N,Creche,Integral,N,MOEMA DE MELLO BRITO,3875-7804,33154740,
0206606,ELZA MACHADO DOS SANTOS - TIA ELZA,Ladeira Saint Roman,Ipanema,173,,22071-060,,,"-22.9810407302063","-43.1959819839238",N,N,Creche,Integral,N,FATIMA MONTENEGRO DUARTE,2267-9147,33462275,
0206801,RUBEM BRAGA,Pça. Gal. Alcio Souto,Lagoa,37,,22471-310,,,"-22.9035393","-43.2095869",N,N,Creche/Pré-Escola,,N,LOURDES DO SOCORRO COSTA FERNANDEZ QUINTAS,2538-1065/2535-1833,33065802,VÂNIA RIBEIRO PEREIRA
0206802,JÚLIA KUBITSCHEK,Rua Pacheco Leão,Jardim Botânico,1235,,22460-030,,,"-22.966806","-43.230795",N,N,Pré-Escola,,N,ANA LUCIA MACHADO,2294-7848/2294-7174,33065705,MARISE AZEVEDO SANTANA CHEREM
0208001,AZEVEDO SODRE,Rua Barão De Ubá,Praça Da Bandeira,331,,20260-050,6.6,,"-22.914961839071","-43.2107175412257",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Realfabetização 1,,N,CRISTIANE SANTA MARINHA PEREIRA DE OLIVEIRA,2273-2794/2293-0499,33063095,
0208002,REVERENDO MARTIN LUTHER KING,Rua Joaquim Palhares,Praça da Bandeira,648,,20260-080,4.2,,"-22.9111596358477","-43.2112603902742",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Aceleração 2A/Classe Especial/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,MARCIA GALARDO DE MORAES RIBEIRO,2273-2544/2293-0518,33063192,LEILA DA PENHA GOMES
